custom_id,question,gold_answer,model_answer,exact_match_normalized,token_f1
row-2366,How many people in the age group 75-79  were accounted for in Victoria's 2011 census?,"114,020","In the 2011 Census for Victoria, Australia, the number of people in the age group 75–79 was approximately 21,000.",False,0.0
row-2367,What was the population total for Victoria's 75-79  age demographic in 2011?,"114,020","The population total for Victoria's 75-79 age demographic in 2011 was approximately 15,854 individuals.",False,0.0
row-2368,"In 2011, what was the population of Victoria of the age group 75-79  years?","114,020","In 2011, the population of Victoria in Australia aged 75-79 years was approximately 24,000 individuals.",False,0.0
row-2369,population of Victoria in 2011 between 75-79  age group,"114,020","The population of Victoria in 2011 within the 75-79 age group was approximately 25,000 individuals.",False,0.0
row-2370,What was the population count of Queensland's 75-79  age group in 2011?,"76,971","The population count of Queensland's 75-79 age group in 2011 was approximately 65,000.",False,0.0
row-2371,How many individuals aged 75-79  were there in Queensland in 2011?,"76,971","In 2011, there were approximately 49,000 individuals aged 75-79 in Queensland.",False,0.0
row-2372,What was Queensland's population figure for the 75-79  age bracket in 2011?,"76,971","In 2011, Queensland's population for the 75-79 age bracket was approximately 50,000.",False,0.0
row-2373,"In 2011, what was the number of people aged 75-79  residing in Queensland?","76,971","In 2011, the number of people aged 75-79 residing in Queensland was approximately 20,000.",False,0.0
row-2374,What was the demographic size of Queensland's 75-79  age category in 2011?,"76,971","The demographic size of Queensland's 75-79 age category in 2011 was approximately 41,800 individuals.",False,0.0
row-2375,How many residents aged 75-79  were recorded in Queensland in 2011?,"76,971","In 2011, the number of residents aged 75-79 recorded in Queensland was approximately 30,000.",False,0.0
row-2376,What was the population tally for Queensland's 75-79  age group in 2011?,"76,971","The population tally for Queensland's 75-79 age group in 2011 was approximately 44,000.",False,0.0
row-2377,How many individuals aged 75-79  were living in Queensland in 2011?,"76,971","In 2011, the number of individuals aged 75-79 living in Queensland was approximately 23,000.",False,0.0
row-2378,What was the count of Queensland's 75-79  age range population in 2011?,"76,971","In 2011, the population of Queensland in the 75-79 age range was approximately 10,000.",False,0.0
row-2379,What was the population size of Queensland's 75-79  age group in 2011?,"76,971","The population size of Queensland's 75-79 age group in 2011 was approximately 36,000.",False,0.0
row-2380,What was the population census result for Queensland's 75-79  age cohort in 2011?,"76,971","In the 2011 Census, the population of Queensland in the 75-79 age cohort was approximately 16,674 individuals.",False,0.0
row-2381,How many people in the age group 75-79  were accounted for in Queensland's 2011 census?,"76,971","According to Queensland's 2011 census, there were 15,385 people in the age group 75-79 years.",False,0.0
row-2382,What was the population total for Queensland's 75-79  age demographic in 2011?,"76,971","The population total for Queensland's 75-79 age demographic in 2011 was approximately 46,000.",False,0.0
row-2383,"In 2011, what was the population of Queensland of the age group 75-79  years?","76,971","In 2011, the population of Queensland aged 75-79 years was approximately 22,500.",False,0.0
row-2384,population of Queensland in 2011 between 75-79  age group,"76,971","The population of Queensland in 2011 for the 75-79 age group was approximately 23,000.",False,0.0
row-2385,What was the population count of South Australia's 75-79  age group in 2011?,"39,560","In 2011, the population of South Australia's 75-79 age group was approximately 9,000.",False,0.0
row-2386,How many individuals aged 75-79  were there in South Australia in 2011?,"39,560","In 2011, the number of individuals aged 75-79 in South Australia was approximately 15,000.",False,0.0
row-2387,What was South Australia's population figure for the 75-79  age bracket in 2011?,"39,560","In 2011, the population of South Australia in the 75-79 age bracket was approximately 13,000 individuals.",False,0.0
row-2388,"In 2011, what was the number of people aged 75-79  residing in South Australia?","39,560","In 2011, the number of people aged 75-79 residing in South Australia was approximately 12,000.",False,0.0
row-2389,What was the demographic size of South Australia's 75-79  age category in 2011?,"39,560","In the 2011 Census, the demographic size of the 75-79 age category in South Australia was approximately 14,200 individuals.",False,0.0
row-2390,How many residents aged 75-79  were recorded in South Australia in 2011?,"39,560","In 2011, there were approximately 14,600 residents aged 75–79 recorded in South Australia.",False,0.0
row-2391,What was the population tally for South Australia's 75-79  age group in 2011?,"39,560","The population tally for South Australia’s 75-79 age group in 2011 was approximately 24,000.",False,0.0
row-2392,How many individuals aged 75-79  were living in South Australia in 2011?,"39,560","In 2011, the population of individuals aged 75-79 in South Australia was approximately 13,000.",False,0.0
row-2393,What was the count of South Australia's 75-79  age range population in 2011?,"39,560","In 2011, the population of South Australians aged 75-79 was approximately 29,000.",False,0.0
row-2394,What was the population size of South Australia's 75-79  age group in 2011?,"39,560","The population size of South Australia's 75-79 age group in 2011 was approximately 16,600 people.",False,0.0
row-2395,What was the population census result for South Australia's 75-79  age cohort in 2011?,"39,560","The population census result for South Australia's 75-79 age cohort in 2011 was approximately 12,500 individuals.",False,0.0
row-2396,How many people in the age group 75-79  were accounted for in South Australia's 2011 census?,"39,560","In the 2011 South Australia census, there were approximately 20,000 people in the age group of 75-79 years.",False,0.0
row-2397,What was the population total for South Australia's 75-79  age demographic in 2011?,"39,560","The population total for South Australia's 75-79 age demographic in 2011 was approximately 8,000 individuals.",False,0.0
row-2398,"In 2011, what was the population of South Australia of the age group 75-79  years?","39,560","In 2011, the population of South Australia aged 75-79 years was approximately 16,000 individuals.",False,0.0
row-2399,population of South Australia in 2011 between 75-79  age group,"39,560","The population of South Australia in 2011 for the age group 75-79 was approximately 12,500 people.",False,0.0
row-2400,What was the population count of Western Australia's 75-79  age group in 2011?,"38,284","In 2011, the population of Western Australia's 75-79 age group was approximately 11,000 individuals.",False,0.0
row-2401,How many individuals aged 75-79  were there in Western Australia in 2011?,"38,284","In 2011, there were approximately 6,900 individuals aged 75-79 in Western Australia.",False,0.0
row-2402,What was Western Australia's population figure for the 75-79  age bracket in 2011?,"38,284","In 2011, Western Australia's population for the age bracket 75-79 was approximately 10,600 individuals.",False,0.0
row-2403,"In 2011, what was the number of people aged 75-79  residing in Western Australia?","38,284","In 2011, the number of people aged 75-79 residing in Western Australia was approximately 16,000.",False,0.0
row-2404,What was the demographic size of Western Australia's 75-79  age category in 2011?,"38,284","In 2011, the demographic size of Western Australia's 75-79 age category was approximately 46,000 individuals.",False,0.0
row-2405,How many residents aged 75-79  were recorded in Western Australia in 2011?,"38,284","In 2011, there were approximately 8,700 residents aged 75-79 recorded in Western Australia.",False,0.0
row-2406,What was the population tally for Western Australia's 75-79  age group in 2011?,"38,284","In 2011, the population of Western Australia's 75-79 age group was approximately 27,000.",False,0.0
row-2407,How many individuals aged 75-79  were living in Western Australia in 2011?,"38,284","In 2011, there were approximately 15,000 individuals aged 75-79 living in Western Australia.",False,0.0
row-2408,What was the count of Western Australia's 75-79  age range population in 2011?,"38,284","In 2011, the population of Western Australia for the age group 75-79 was approximately 16,700 individuals.",False,0.0
row-2409,What was the population size of Western Australia's 75-79  age group in 2011?,"38,284","The population size of Western Australia's 75-79 age group in 2011 was approximately 20,000 people.",False,0.0
row-2410,What was the population census result for Western Australia's 75-79  age cohort in 2011?,"38,284","The population census results for Western Australia's 75-79 age cohort in 2011 indicated that there were approximately 4,300 individuals in that age group.",False,0.0
row-2411,How many people in the age group 75-79  were accounted for in Western Australia's 2011 census?,"38,284","In Western Australia's 2011 census, there were approximately 38,200 people aged 75-79 years.",False,0.0
row-2412,What was the population total for Western Australia's 75-79  age demographic in 2011?,"38,284","The population total for Western Australia's 75-79 age demographic in 2011 was approximately 16,100.",False,0.0
row-2413,"In 2011, what was the population of Western Australia of the age group 75-79  years?","38,284","In 2011, the population of Western Australia for the age group 75-79 years was approximately 20,000 individuals.",False,0.0
row-2414,population of Western Australia in 2011 between 75-79  age group,"38,284","The population of Western Australia in 2011 for the age group 75-79 was approximately 9,500.",False,0.0
row-2415,What was the population count of Tasmania's 75-79  age group in 2011?,"11,175","In 2011, the population of Tasmania's 75-79 age group was approximately 2,100 individuals.",False,0.0
row-2416,How many individuals aged 75-79  were there in Tasmania in 2011?,"11,175","In Tasmania in 2011, there were approximately 4,000 individuals aged 75-79.",False,0.0
row-2417,What was Tasmania's population figure for the 75-79  age bracket in 2011?,"11,175","In 2011, Tasmania's population for the 75-79 age bracket was approximately 4,000 individuals.",False,0.0
row-2418,"In 2011, what was the number of people aged 75-79  residing in Tasmania?","11,175","In 2011, the number of people aged 75-79 residing in Tasmania was approximately 4,000.",False,0.0
row-2419,What was the demographic size of Tasmania's 75-79  age category in 2011?,"11,175","The demographic size of Tasmania's 75-79 age category in 2011 was approximately 5,457 individuals.",False,0.0
row-2420,How many residents aged 75-79  were recorded in Tasmania in 2011?,"11,175","In 2011, there were approximately 5,400 residents aged 75-79 recorded in Tasmania.",False,0.0
row-2421,What was the population tally for Tasmania's 75-79  age group in 2011?,"11,175","In 2011, the population tally for Tasmania's 75-79 age group was approximately 4,500 individuals.",False,0.0
row-2422,How many individuals aged 75-79  were living in Tasmania in 2011?,"11,175","In 2011, there were 1,237 individuals aged 75-79 living in Tasmania.",False,0.0
row-2423,What was the count of Tasmania's 75-79  age range population in 2011?,"11,175","In 2011, the population of Tasmania's 75-79 age range was approximately 4,308 individuals.",False,0.0
row-2424,What was the population size of Tasmania's 75-79  age group in 2011?,"11,175","The population size of Tasmania's 75-79 age group in 2011 was approximately 4,000 individuals.",False,0.0
row-2425,What was the population census result for Tasmania's 75-79  age cohort in 2011?,"11,175","The population census result for Tasmania's 75-79 age cohort in 2011 was approximately 4,878 individuals.",False,0.0
row-2426,How many people in the age group 75-79  were accounted for in Tasmania's 2011 census?,"11,175","In Tasmania's 2011 census, there were approximately 3,529 people in the age group 75-79 years.",False,0.0
row-2427,What was the population total for Tasmania's 75-79  age demographic in 2011?,"11,175","The population total for Tasmania's 75-79 age demographic in 2011 was approximately 4,650 individuals.",False,0.0
row-2428,"In 2011, what was the population of Tasmania of the age group 75-79  years?","11,175","In 2011, the population of Tasmania within the age group 75-79 years was approximately 3,600 individuals.",False,0.0
row-2429,population of Tasmania in 2011 between 75-79  age group,"11,175","The population of Tasmania in 2011 within the 75-79 age group was approximately 4,600 individuals.",False,0.0
row-2430,What was the population count of Northern Territory's 75-79  age group in 2011?,"1,112","The population count of the Northern Territory's 75-79 age group in 2011 was approximately 1,800 individuals.",False,0.0
row-2431,How many individuals aged 75-79  were there in Northern Territory in 2011?,"1,112","In 2011, the number of individuals aged 75-79 in the Northern Territory was approximately 500.",False,0.0
row-2432,What was Northern Territory's population figure for the 75-79  age bracket in 2011?,"1,112","In 2011, the Northern Territory's population for the 75-79 age bracket was approximately 1,200 individuals.",False,0.0
row-2433,"In 2011, what was the number of people aged 75-79  residing in Northern Territory?","1,112","In 2011, the number of people aged 75-79 residing in the Northern Territory was approximately 1,300.",False,0.0
row-2434,What was the demographic size of Northern Territory's 75-79  age category in 2011?,"1,112","The demographic size of the Northern Territory's 75-79 age category in 2011 was approximately 3,000 individuals.",False,0.0
row-2435,How many residents aged 75-79  were recorded in Northern Territory in 2011?,"1,112","In 2011, the number of residents aged 75-79 recorded in the Northern Territory was 873.",False,0.0
row-2436,What was the population tally for Northern Territory's 75-79  age group in 2011?,"1,112","The population tally for the Northern Territory's 75-79 age group in 2011 was approximately 2,560 individuals.",False,0.0
row-2437,How many individuals aged 75-79  were living in Northern Territory in 2011?,"1,112","In 2011, there were approximately 500 individuals aged 75-79 living in the Northern Territory.",False,0.0
row-2438,What was the count of Northern Territory's 75-79  age range population in 2011?,"1,112","In 2011, the population of the Northern Territory aged 75-79 was approximately 1,200 people.",False,0.0
row-2439,What was the population size of Northern Territory's 75-79  age group in 2011?,"1,112","The population size of the Northern Territory's 75-79 age group in 2011 was approximately 1,200 individuals.",False,0.0
row-2440,What was the population census result for Northern Territory's 75-79  age cohort in 2011?,"1,112","The population census result for the Northern Territory's 75-79 age cohort in 2011 was approximately 1,400 individuals.",False,0.0
row-2441,How many people in the age group 75-79  were accounted for in Northern Territory's 2011 census?,"1,112","In the Northern Territory's 2011 census, there were approximately 1,653 people in the age group 75-79.",False,0.0
row-2442,What was the population total for Northern Territory's 75-79  age demographic in 2011?,"1,112","The population total for the Northern Territory's 75-79 age demographic in 2011 was approximately 1,200 individuals.",False,0.0
row-2443,"In 2011, what was the population of Northern Territory of the age group 75-79  years?","1,112","In 2011, the population of the Northern Territory within the age group of 75-79 years was approximately **2,500** individuals.",False,0.0
row-2444,population of Northern Territory in 2011 between 75-79  age group,"1,112","The population of the Northern Territory in 2011 for the 75-79 age group was approximately 1,000 individuals.",False,0.0
row-2445,What was the population count of Australian Capital Territory's 75-79  age group in 2011?,"5,074","The population count of the Australian Capital Territory's 75-79 age group in 2011 was approximately 2,000 individuals.",False,0.0
row-2446,How many individuals aged 75-79  were there in Australian Capital Territory in 2011?,"5,074","In 2011, the number of individuals aged 75-79 in the Australian Capital Territory was approximately 4,010.",False,0.0
row-2447,What was Australian Capital Territory's population figure for the 75-79  age bracket in 2011?,"5,074","In the 2011 Australian Census, the population of the Australian Capital Territory (ACT) within the 75-79 age bracket was approximately 1,200 individuals.",False,0.0
row-2448,"In 2011, what was the number of people aged 75-79  residing in Australian Capital Territory?","5,074","In 2011, the number of people aged 75-79 residing in the Australian Capital Territory was approximately 2,000.",False,0.0
row-2449,What was the demographic size of Australian Capital Territory's 75-79  age category in 2011?,"5,074","The demographic size of the Australian Capital Territory's 75-79 age category in 2011 was approximately 2,400 individuals.",False,0.0
row-2450,How many residents aged 75-79  were recorded in Australian Capital Territory in 2011?,"5,074","In 2011, the Australian Capital Territory recorded 1,192 residents aged 75-79.",False,0.0
row-2451,What was the population tally for Australian Capital Territory's 75-79  age group in 2011?,"5,074","The population tally for the Australian Capital Territory's 75-79 age group in 2011 was approximately 2,600 individuals.",False,0.0
row-2452,How many individuals aged 75-79  were living in Australian Capital Territory in 2011?,"5,074","In 2011, the number of individuals aged 75-79 living in the Australian Capital Territory was approximately 2,350.",False,0.0
row-2453,What was the count of Australian Capital Territory's 75-79  age range population in 2011?,"5,074","The population of the Australian Capital Territory aged 75-79 in 2011 was approximately 1,400 people.",False,0.0
row-2454,What was the population size of Australian Capital Territory's 75-79  age group in 2011?,"5,074","The population size of the Australian Capital Territory's 75-79 age group in 2011 was approximately 1,700 individuals.",False,0.0
row-2455,What was the population census result for Australian Capital Territory's 75-79  age cohort in 2011?,"5,074","The population census result for the Australian Capital Territory's 75-79 age cohort in 2011 was approximately 2,600 individuals.",False,0.0
row-2456,How many people in the age group 75-79  were accounted for in Australian Capital Territory's 2011 census?,"5,074","According to the 2011 Australian Census, the number of people in the age group 75-79 in the Australian Capital Territory was 1,163.",False,0.0
row-2457,What was the population total for Australian Capital Territory's 75-79  age demographic in 2011?,"5,074","The population total for the Australian Capital Territory's 75-79 age demographic in 2011 was approximately 4,300 people.",False,0.0
row-2458,"In 2011, what was the population of Australian Capital Territory of the age group 75-79  years?","5,074","In 2011, the population of the Australian Capital Territory (ACT) for the age group 75-79 years was approximately 1,972 individuals.",False,0.0
row-2459,population of Australian Capital Territory in 2011 between 75-79  age group,"5,074","The population of the Australian Capital Territory (ACT) in 2011 for the 75-79 age group was approximately 1,100 residents.",False,0.0
row-2460,What was the population count of Australia's 80-84  age group in 2011?,"402,681","The population of Australia's 80-84 age group in 2011 was approximately 253,200 individuals.",False,0.0
row-2461,How many individuals aged 80-84  were there in Australia in 2011?,"402,681","In 2011, there were approximately 122,000 individuals aged 80-84 in Australia.",False,0.0
row-2462,What was Australia's population figure for the 80-84  age bracket in 2011?,"402,681","In 2011, Australia's population for the 80-84 age bracket was approximately 136,200 individuals.",False,0.0
row-2463,"In 2011, what was the number of people aged 80-84  residing in Australia?","402,681","In 2011, the number of people aged 80-84 residing in Australia was approximately 289,000.",False,0.0
row-2464,What was the demographic size of Australia's 80-84  age category in 2011?,"402,681","In 2011, the demographic size of Australia's 80-84 age category was approximately −60,000 individuals.",False,0.0
row-2465,How many residents aged 80-84  were recorded in Australia in 2011?,"402,681","In Australia in 2011, there were approximately 67,100 residents aged 80-84 recorded.",False,0.0
row-2466,What was the population tally for Australia's 80-84  age group in 2011?,"402,681","The population tally for Australia's 80-84 age group in 2011 was approximately 144,000 individuals.",False,0.0
row-2467,How many individuals aged 80-84  were living in Australia in 2011?,"402,681","In 2011, there were approximately 153,000 individuals aged 80-84 living in Australia.",False,0.0
row-2468,What was the count of Australia's 80-84  age range population in 2011?,"402,681","In 2011, Australia's population aged 80-84 was approximately 200,000.",False,0.0
row-2469,What was the population size of Australia's 80-84  age group in 2011?,"402,681","In 2011, the population size of Australia's 80-84 age group was approximately 140,000.",False,0.0
row-2470,What was the population census result for Australia's 80-84  age cohort in 2011?,"402,681","In the 2011 Australian Census, the population of individuals aged 80-84 was approximately 217,000.",False,0.0
row-2471,How many people in the age group 80-84  were accounted for in Australia's 2011 census?,"402,681","In Australia's 2011 Census, there were approximately 50,000 people aged 80-84 years accounted for.",False,0.0
row-2472,What was the population total for Australia's 80-84  age demographic in 2011?,"402,681","In 2011, the population of Australia's 80-84 age demographic was approximately 191,000.",False,0.0
row-2473,"In 2011, what was the population of Australia of the age group 80-84  years?","402,681","In 2011, the population of Australia aged 80-84 years was approximately 131,000.",False,0.0
row-2474,population of Australia in 2011 between 80-84  age group,"402,681","The population of Australia in 2011 within the 80-84 age group was approximately 70,000 individuals.",False,0.0
row-2475,What was the population count of New South Wales's 80-84  age group in 2011?,"139,735","In 2011, the population of the 80-84 age group in New South Wales was approximately 24,000.",False,0.0
row-2476,How many individuals aged 80-84  were there in New South Wales in 2011?,"139,735","In 2011, there were approximately 49,000 individuals aged 80-84 in New South Wales.",False,0.0
row-2477,What was New South Wales's population figure for the 80-84  age bracket in 2011?,"139,735","In 2011, the population of New South Wales within the 80-84 age bracket was approximately 41,000.",False,0.0
row-2478,"In 2011, what was the number of people aged 80-84  residing in New South Wales?","139,735","In 2011, the number of people aged 80-84 residing in New South Wales was approximately 43,600.",False,0.0
row-2479,What was the demographic size of New South Wales's 80-84  age category in 2011?,"139,735","The demographic size of the 80-84 age category in New South Wales in 2011 was approximately 44,000 individuals.",False,0.0
row-2480,How many residents aged 80-84  were recorded in New South Wales in 2011?,"139,735","In 2011, the number of residents aged 80-84 recorded in New South Wales was approximately 77,100.",False,0.0
row-2481,What was the population tally for New South Wales's 80-84  age group in 2011?,"139,735","The population tally for the 80-84 age group in New South Wales in 2011 was approximately 22,000.",False,0.0
row-2482,How many individuals aged 80-84  were living in New South Wales in 2011?,"139,735","In 2011, there were approximately 23,300 individuals aged 80-84 living in New South Wales.",False,0.0
row-2483,What was the count of New South Wales's 80-84  age range population in 2011?,"139,735","In 2011, the population of New South Wales in the 80-84 age range was approximately 37,500 people.",False,0.0
row-2484,What was the population size of New South Wales's 80-84  age group in 2011?,"139,735","The population size of the 80-84 age group in New South Wales in 2011 was approximately 39,600 residents.",False,0.0
row-2485,What was the population census result for New South Wales's 80-84  age cohort in 2011?,"139,735","The population census result for the 80-84 age cohort in New South Wales in 2011 was approximately 38,500 individuals.",False,0.0
row-2486,How many people in the age group 80-84  were accounted for in New South Wales's 2011 census?,"139,735","In the 2011 Census of New South Wales, the number of people aged 80-84 was approximately 29,500.",False,0.0
row-2487,What was the population total for New South Wales's 80-84  age demographic in 2011?,"139,735","The population total for the 80-84 age demographic in New South Wales in 2011 was approximately 65,000.",False,0.0
row-2488,"In 2011, what was the population of New South Wales of the age group 80-84  years?","139,735","In 2011, the population of New South Wales within the age group of 80-84 years was approximately 20,000 individuals.",False,0.0
row-2489,population of New South Wales in 2011 between 80-84  age group,"139,735","In 2011, the population of New South Wales within the 80-84 age group was approximately 25,000 individuals.",False,0.0
row-2490,What was the population count of Victoria's 80-84  age group in 2011?,"104,995","The population count of Victoria's 80-84 age group in 2011 was approximately 8,017 individuals.",False,0.0
row-2491,How many individuals aged 80-84  were there in Victoria in 2011?,"104,995","In 2011, the number of individuals aged 80-84 in Victoria was approximately 10,500.",False,0.0
row-2492,What was Victoria's population figure for the 80-84  age bracket in 2011?,"104,995","Victoria's population for the 80-84 age bracket in 2011 was 8,734.",False,0.0
row-2493,"In 2011, what was the number of people aged 80-84  residing in Victoria?","104,995","In 2011, the number of people aged 80-84 residing in Victoria was approximately 19,000.",False,0.0
row-2494,What was the demographic size of Victoria's 80-84  age category in 2011?,"104,995","The demographic size of Victoria's 80-84 age category in 2011 was approximately 33,000 individuals.",False,0.0
row-2495,How many residents aged 80-84  were recorded in Victoria in 2011?,"104,995","In 2011, there were 9,652 residents aged 80-84 recorded in Victoria.",False,0.0
row-2496,What was the population tally for Victoria's 80-84  age group in 2011?,"104,995","The population tally for Victoria's 80-84 age group in 2011 was approximately 28,000.",False,0.0
row-2497,How many individuals aged 80-84  were living in Victoria in 2011?,"104,995","In 2011, there were approximately 9,700 individuals aged 80-84 living in Victoria.",False,0.0
row-2498,What was the count of Victoria's 80-84  age range population in 2011?,"104,995","In 2011, the population of Victoria aged 80-84 was approximately 9,500 individuals.",False,0.0
row-2499,What was the population size of Victoria's 80-84  age group in 2011?,"104,995","The population size of Victoria's 80-84 age group in 2011 was 11,901.",False,0.0
row-2500,What was the population census result for Victoria's 80-84  age cohort in 2011?,"104,995","The population census result for Victoria's 80-84 age cohort in 2011 was approximately 12,000 individuals.",False,0.0
row-2501,How many people in the age group 80-84  were accounted for in Victoria's 2011 census?,"104,995","In Victoria's 2011 census, there were approximately 13,500 people aged 80-84.",False,0.0
row-2502,What was the population total for Victoria's 80-84  age demographic in 2011?,"104,995","The population total for Victoria's 80-84 age demographic in 2011 was approximately 26,000.",False,0.0
row-2503,"In 2011, what was the population of Victoria of the age group 80-84  years?","104,995","In 2011, the population of Victoria in the age group of 80-84 years was approximately 3,500 individuals.",False,0.0
row-2504,population of Victoria in 2011 between 80-84  age group,"104,995","The population of individuals aged 80-84 in Victoria in 2011 was approximately within the range of 28,000 to 30,000.",False,0.0
row-2505,What was the population count of Queensland's 80-84  age group in 2011?,"69,801","In 2011, the population of Queensland's 80-84 age group was approximately 20,000.",False,0.0
row-2506,How many individuals aged 80-84  were there in Queensland in 2011?,"69,801","There were approximately 31,423 individuals aged 80-84 in Queensland in 2011.",False,0.0
row-2507,What was Queensland's population figure for the 80-84  age bracket in 2011?,"69,801","In 2011, Queensland's population for the 80-84 age bracket was approximately 27,000.",False,0.0
row-2508,"In 2011, what was the number of people aged 80-84  residing in Queensland?","69,801","In 2011, the number of people aged 80-84 residing in Queensland was approximately 13,900.",False,0.0
row-2509,What was the demographic size of Queensland's 80-84  age category in 2011?,"69,801","In 2011, the demographic size of Queensland's 80-84 age category was approximately 28,000 individuals.",False,0.0
row-2510,How many residents aged 80-84  were recorded in Queensland in 2011?,"69,801","In Queensland in 2011, there were approximately 8,000 residents aged 80-84 recorded.",False,0.0
row-2511,What was the population tally for Queensland's 80-84  age group in 2011?,"69,801","The population tally for Queensland's 80-84 age group in 2011 was approximately 29,000 people.",False,0.0
row-2512,How many individuals aged 80-84  were living in Queensland in 2011?,"69,801","In 2011, there were approximately 4,300 individuals aged 80-84 living in Queensland.",False,0.0
row-2513,What was the count of Queensland's 80-84  age range population in 2011?,"69,801","In 2011, the population of Queensland in the 80-84 age range was approximately 7,000 people.",False,0.0
row-2514,What was the population size of Queensland's 80-84  age group in 2011?,"69,801","In 2011, the population size of the 80-84 age group in Queensland was approximately 11,300.",False,0.0
row-2515,What was the population census result for Queensland's 80-84  age cohort in 2011?,"69,801","The population census result for Queensland's 80-84 age cohort in 2011 was approximately 7,200 individuals.",False,0.0
row-2516,How many people in the age group 80-84  were accounted for in Queensland's 2011 census?,"69,801","In Queensland's 2011 census, there were approximately 12,040 people aged 80-84 accounted for.",False,0.0
row-2517,What was the population total for Queensland's 80-84  age demographic in 2011?,"69,801","The population total for Queensland's 80-84 age demographic in 2011 was approximately 42,000.",False,0.0
row-2518,"In 2011, what was the population of Queensland of the age group 80-84  years?","69,801","In 2011, the population of Queensland in the age group of 80-84 years was approximately 17,500.",False,0.0
row-2519,population of Queensland in 2011 between 80-84  age group,"69,801","In 2011, the population of Queensland within the 80-84 age group was approximately 14,000.",False,0.0
row-2520,What was the population count of South Australia's 80-84  age group in 2011?,"38,157","In 2011, the population of South Australia's 80-84 age group was approximately 12,000 individuals.",False,0.0
row-2521,How many individuals aged 80-84  were there in South Australia in 2011?,"38,157","In 2011, there were approximately 4,523 individuals aged 80-84 in South Australia.",False,0.0
row-2522,What was South Australia's population figure for the 80-84  age bracket in 2011?,"38,157","In 2011, the population of South Australia in the 80-84 age bracket was approximately 8,500 individuals.",False,0.0
row-2523,"In 2011, what was the number of people aged 80-84  residing in South Australia?","38,157","In 2011, the number of people aged 80-84 residing in South Australia was approximately 8,300.",False,0.0
row-2524,What was the demographic size of South Australia's 80-84  age category in 2011?,"38,157","In 2011, the demographic size of South Australia's population aged 80-84 was approximately 10,000 individuals.",False,0.0
row-2525,How many residents aged 80-84  were recorded in South Australia in 2011?,"38,157","In 2011, the number of residents aged 80-84 recorded in South Australia was approximately 15,000.",False,0.0
row-2526,What was the population tally for South Australia's 80-84  age group in 2011?,"38,157","The population tally for South Australia's 80-84 age group in 2011 was approximately 11,200 people.",False,0.0
row-2527,How many individuals aged 80-84  were living in South Australia in 2011?,"38,157","In 2011, there were approximately 7,500 individuals aged 80-84 living in South Australia.",False,0.0
row-2528,What was the count of South Australia's 80-84  age range population in 2011?,"38,157","In 2011, the population of South Australia aged 80-84 was approximately 9,000 individuals.",False,0.0
row-2529,What was the population size of South Australia's 80-84  age group in 2011?,"38,157","In 2011, the population size of South Australia's 80-84 age group was approximately 11,500 individuals.",False,0.0
row-2530,What was the population census result for South Australia's 80-84  age cohort in 2011?,"38,157","The population census result for South Australia's 80-84 age cohort in 2011 was approximately 4,200 individuals.",False,0.0
row-2531,How many people in the age group 80-84  were accounted for in South Australia's 2011 census?,"38,157","In South Australia's 2011 census, the number of people aged 80-84 was approximately 3,500.",False,0.0
row-2532,What was the population total for South Australia's 80-84  age demographic in 2011?,"38,157","The population total for South Australia's 80-84 age demographic in 2011 was approximately 12,500 individuals.",False,0.0
row-2533,"In 2011, what was the population of South Australia of the age group 80-84  years?","38,157","In 2011, the population of South Australia within the age group of 80-84 years was approximately 6,500 individuals.",False,0.0
row-2534,population of South Australia in 2011 between 80-84  age group,"38,157","The population of South Australia in 2011 within the 80-84 age group was approximately 6,000 individuals.",False,0.0
row-2535,What was the population count of Western Australia's 80-84  age group in 2011?,"34,217","The population count of Western Australia's 80-84 age group in 2011 was approximately 8,500 individuals.",False,0.0
row-2536,How many individuals aged 80-84  were there in Western Australia in 2011?,"34,217","In 2011, there were approximately 7,500 individuals aged 80–84 in Western Australia.",False,0.0
row-2537,What was Western Australia's population figure for the 80-84  age bracket in 2011?,"34,217","In 2011, Western Australia's population for the 80-84 age bracket was approximately 4,200 individuals.",False,0.0
row-2538,"In 2011, what was the number of people aged 80-84  residing in Western Australia?","34,217","In 2011, the number of people aged 80-84 residing in Western Australia was approximately 4,900.",False,0.0
row-2539,What was the demographic size of Western Australia's 80-84  age category in 2011?,"34,217","In 2011, the demographic size of Western Australia's 80-84 age category was approximately 11,500 individuals.",False,0.0
row-2540,How many residents aged 80-84  were recorded in Western Australia in 2011?,"34,217","In 2011, the number of residents aged 80-84 in Western Australia was approximately 15,000.",False,0.0
row-2541,What was the population tally for Western Australia's 80-84  age group in 2011?,"34,217","In 2011, the population tally for Western Australia's 80-84 age group was approximately 14,500.",False,0.0
row-2542,How many individuals aged 80-84  were living in Western Australia in 2011?,"34,217","In 2011, there were approximately 18,000 individuals aged 80-84 living in Western Australia.",False,0.0
row-2543,What was the count of Western Australia's 80-84  age range population in 2011?,"34,217","In 2011, the population of Western Australians aged 80-84 was approximately 7,000.",False,0.0
row-2544,What was the population size of Western Australia's 80-84  age group in 2011?,"34,217","The population of the 80-84 age group in Western Australia in 2011 was approximately 9,200 individuals.",False,0.0
row-2545,What was the population census result for Western Australia's 80-84  age cohort in 2011?,"34,217","The population census result for Western Australia's 80-84 age cohort in 2011 was approximately 10,000 individuals.",False,0.0
